cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00580100,"P80001571","Trump, Donald J.","MOBILE CIVIC CENTER",10601.33,18-AUG-15,"MOBILE","AL","36602","FACILITY RENTAL","","","SB23","1036338","SB23.7064","P2016",
C00580100,"P80001571","Trump, Donald J.","HAMPTON INN & SUITES",161.37,18-SEP-15,"MOBILE","AL","36602","TRAVEL: LODGING [MCENTEE: SB23.6734]","X","","SB23","1036338","SB23.8107","P2016",
C00580100,"P80001571","Trump, Donald J.","HAMPTON INN & SUITES",494.31,03-SEP-15,"MOBILE","AL","36602","TRAVEL: LODGING [CHMIELEWSKI: SB23.6753]","X","","SB23","1036338","SB23.8108","P2016",
C00580100,"P80001571","Trump, Donald J.","JO-ANN STORE",240.6,27-FEB-16,"HUNTSVILLE","AL","35805","OFFICE SUPPLIES [AMEX: SB23.455063]","X","","SB23","1066437","SB23.455961","P2016",
C00580100,"P80001571","Trump, Donald J.","AAL USA, INC.",2500,28-FEB-16,"HUNTSVILLE","AL","35824","FACILITY RENTAL","","","SB23","1056932","SB23.362589","P2016",
C00580100,"P80001571","Trump, Donald J.","TRIMMIER, C. STEPHEN",2000,17-FEB-16,"BIRMINGHAM","AL","35205","RENT AND UTILITIES","","","SB23","1056932","SB23.362767","P2016",
C00580100,"P80001571","Trump, Donald J.","CITY OF MADISON BOARD OF EDUCATION",20000,26-FEB-16,"MADISON","AL","35758","FACILITY RENTAL","","","SB23","1056932","SB23.362597","P2016",
C00580100,"P80001571","Trump, Donald J.","TUCKER, CHAD",961.5,24-FEB-16,"SATSUMA","AL","36572","TRAVEL: MILEAGE [TUCKER: SB23.362877]","X","","SB23","1056932","SB23.363694","P2016",
C00580100,"P80001571","Trump, Donald J.","TUCKER, CHAD",293.25,24-FEB-16,"SATSUMA","AL","36572","TRAVEL: MILEAGE [TUCKER: SB23.362878]","X","","SB23","1056932","SB23.363693","P2016",
C00580100,"P80001571","Trump, Donald J.","TUCKER, CHAD",293.25,24-FEB-16,"SATSUMA","AL","36572","TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATIO","","","SB23","1056932","SB23.362878","P2016",
C00580100,"P80001571","Trump, Donald J.","TUCKER, CHAD",961.5,24-FEB-16,"SATSUMA","AL","36572","TRAVEL EXPENSE REIMBURSEMENT: ITEMIZATIO","","","SB23","1056932","SB23.362877","P2016",
C00580100,"P80001571","Trump, Donald J.","LINDSEY OFC FURNISHINGS",497.55,04-JAN-16,"BIRMINGHAM","AL","35203","OFFICE FURNITURE [AMEX: SB23.362557]","X","","SB23","1056932","SB23.363477","P2016",
C00580100,"P80001571","Trump, Donald J.","TRIMMIER, C. STEPHEN",2000,17-FEB-16,"BIRMINGHAM","AL","35205","RENT AND UTILITIES","","","SB23","1056932","SB23.362768","P2016",
C00580100,"P80001571","Trump, Donald J.","MEDIA WORKS COMMUNICATIONS",24875,24-MAR-16,"BIRMINGHAM","AL","35243","EVENT STAGING EXPENSE","","","SB23","1066437","SB23.455116","P2016",
C00580100,"P80001571","Trump, Donald J.","SECRETARY OF STATE",2684.64,26-OCT-15,"MONTGOMERY","AL","36130","VOTER FILE [AMEX: SB23.248391]","X","","SB23","1047287","SB23.254961","P2016",
C00580100,"P80001571","Trump, Donald J.","SHERATON HOTEL",549.78,31-OCT-15,"BIRMINGHAM","AL","35203","TRAVEL: LODGING [AMEX: SB23.248392]","X","","SB23","1047287","SB23.255048","P2016",
C00580100,"P80001571","Trump, Donald J.","SHERATON HOTEL",208.24,22-NOV-15,"BIRMINGHAM","AL","35203","TRAVEL: LODGING [AMEX: SB23.248392]","X","","SB23","1047287","SB23.255395","P2016",
C00580100,"P80001571","Trump, Donald J.","C. STEPHEN TRIMMIER",2000,05-NOV-15,"BIRMINGHAM","AL","35205","RENT","","","SB23","1047287","SB23.248462","P2016",
C00580100,"P80001571","Trump, Donald J.","ALABAMA REPUBLICAN PARTY",300,05-NOV-15,"BIRMINGHAM","AL","35216","BALLOT ACCESS FEE [AMEX: SB23.248392]","X","","SB23","1047287","SB23.255103","P2016",
C00580100,"P80001571","Trump, Donald J.","TRIMMIER, C. STEPHEN",2000,05-JAN-16,"BIRMINGHAM","AL","35205","RENT AND UTILITIES","","","SB23","1051572","SB23.289498","P2016",
C00580100,"P80001571","Trump, Donald J.","SOUND ASSOCIATES, INC.",13500,07-JAN-16,"THEODORE","AL","36582","AUDIO VISUAL SERVICES","","","SB23","1051572","SB23.288907","P2016",
C00580100,"P80001571","Trump, Donald J.","SOUND ASSOCIATES, INC.",11500,31-JAN-16,"THEODORE","AL","36582","AUDIO VISUAL SERVICES","","","SB23","1051572","SB23.288906","P2016",
C00580100,"P80001571","Trump, Donald J.","DOUBLETREE",528.19,22-NOV-16,"BIRMINGHAM","AL","35205","TRAVEL: LODGING [TUCKER: SB23.289541]","X","","SB23","1051572","SB23.289887","P2016",
C00580100,"P80001571","Trump, Donald J.","ERNEST F. LADD MEMORIAL STADIUM",21270.67,07-JAN-16,"MOBILE","AL","36660","FACILITY RENTAL","","","SB23","1051572","SB23.289028","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",31.13,22-SEP-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [GEORGEVITS: SB23.6618]","X","","SB23","1036338","SB23.9197","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",56.08,28-JUL-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [GEORGEVITS: SB23.6616]","X","","SB23","1036338","SB23.9194","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",201.4,03-SEP-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [EPLEY: SB23.6707]","X","","SB23","1036338","SB23.9205","P2016",
C00580100,"P80001571","Trump, Donald J.","BYLITES, INC.",11527.5,16-FEB-16,"LITTLE ROCK","AR","72202","AUDIO VISUAL SERVICES","","","SB23","1056932","SB23.362497","P2016",
C00580100,"P80001571","Trump, Donald J.","BYLITES, INC.",11527.5,01-FEB-16,"LITTLE ROCK","AR","72202","AUDIO VISUAL SERVICES","","","SB23","1056932","SB23.362496","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",12.35,27-AUG-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [HUPKE: SB23.6640]","X","","SB23","1036338","SB23.9203","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",42.03,14-AUG-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [NAGEL: SB23.6630]","X","","SB23","1036338","SB23.9202","P2016",
C00580100,"P80001571","Trump, Donald J.","JTH PRODUCTIONS",15768.93,28-FEB-16,"WEST FORK","AR","72774","AUDIO VISUAL SERVICES","","","SB23","1056932","SB23.362499","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",15.8,05-AUG-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [KELLER: SB23.6805]","X","","SB23","1036338","SB23.9207","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",80.32,05-AUG-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [GEORGEVITS: SB23.6617]","X","","SB23","1036338","SB23.9196","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",72.16,29-JUL-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [LAUDNER: SB23.6644]","X","","SB23","1036338","SB23.9204","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",56,28-JUL-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [GEORGEVITS: SB23.6616]","X","","SB23","1036338","SB23.9195","P2016",
C00580100,"P80001571","Trump, Donald J.","HAMPTON INN & SUITES",485.36,05-FEB-16,"LITTLE ROCK","AR","72201","TRAVEL: LODGING [AMEX: SB23.455065]","X","","SB23","1066437","SB23.456452","P2016",
C00580100,"P80001571","Trump, Donald J.","ARKANSAS LIVESTOCK ASSOCIATION",3500,28-JAN-16,"LITTLE ROCK","AR","72206","FACILITY RENTAL","","","SB23","1051572","SB23.289002","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",36.86,28-JUL-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [GEORGEVITS: SB23.6616]","X","","SB23","1036338","SB23.9193","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",198.42,22-SEP-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [GEORGEVITS: SB23.6618]","X","","SB23","1036338","SB23.9201","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",18.96,22-SEP-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [GEORGEVITS: SB23.6618]","X","","SB23","1036338","SB23.9200","P2016",
C00580100,"P80001571","Trump, Donald J.","REGIONAL JET CENTER, INC.",6000,25-FEB-16,"BENTONVILLE","AR","72712","FACILITY RENTAL","","","SB23","1056932","SB23.362625","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",22.53,22-SEP-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [GEORGEVITS: SB23.6618]","X","","SB23","1036338","SB23.9199","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",210,22-SEP-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [GEORGEVITS: SB23.6618]","X","","SB23","1036338","SB23.9198","P2016",
C00580100,"P80001571","Trump, Donald J.","ARKANSAS PORTABLE TOILET",663,26-FEB-16,"FAYETTEVILLE","AR","72703","FACILITY RENTAL [AMEX: SB23.455063]","X","","SB23","1066437","SB23.455889","P2016",
C00580100,"P80001571","Trump, Donald J.","WALMART",57.75,03-SEP-15,"BENTONVILLE","AR","72716","OFFICE SUPPLIES [EPLEY: SB23.6707]","X","","SB23","1036338","SB23.9206","P2016",
C00580100,"P80001571","Trump, Donald J.","PRO PRODUCTION SERVICES, LLC",6336,31-MAR-16,"PHOENIX","AZ","85040","EVENT STAGING EXPENSE","","","SB23","1066437","SB23.455120","P2016",
C00580100,"P80001571","Trump, Donald J.","DIRECT RESPONSE, LLC",157254.62,04-MAR-16,"PHOENIX","AZ","85024","TELEMARKETING AND DATA","","","SB23","1066437","SB23.455455","P2016",
C00580100,"P80001571","Trump, Donald J.","DIRECT RESPONSE, LLC",82203.66,07-MAR-16,"PHOENIX","AZ","85024","TELEMARKETING AND DATA","","","SB23","1066437","SB23.455456","P2016",
C00580100,"P80001571","Trump, Donald J.","DIRECT RESPONSE, LLC",406613.95,16-MAR-16,"PHOENIX","AZ","85024","TELEMARKETING AND DATA","","","SB23","1066437","SB23.455458","P2016",
C00580100,"P80001571","Trump, Donald J.","DIRECT RESPONSE, LLC",149592.75,22-MAR-16,"PHOENIX","AZ","85024","TELEMARKETING AND DATA","","","SB23","1066437","SB23.455459","P2016",
C00580100,"P80001571","Trump, Donald J.","DIRECT RESPONSE, LLC",3128,29-MAR-16,"PHOENIX","AZ","85024","TELEMARKETING AND DATA","","","SB23","1066437","SB23.455457","P2016",
C00580100,"P80001571","Trump, Donald J.","URBAN, LORI",3548.45,29-MAR-16,"SCOTTSDALE","AZ","85255","FIELD CONSULTING","","","SB23","1066437","SB23.455240","P2016",
C00580100,"P80001571","Trump, Donald J.","REPUBLIC SERVICES 2101",250,22-FEB-16,"PHOENIX","AZ","85054","WASTE MANAGEMENT [AMEX: SB23.455063]","X","","SB23","1066437","SB23.456699","P2016",
C00580100,"P80001571","Trump, Donald J.","LOPEZ, MARK",450,31-MAR-16,"FOUNTAIN HILLS","AZ","85268","SECURITY SERVICES","","","SB23","1066437","SB23.455415","P2016",
C00580100,"P80001571","Trump, Donald J.","CRUISE AMERICA",300,04-FEB-16,"MESA","AZ","85210","TRAVEL: CAR RENTAL [AMEX: SB23.455063]","X","","SB23","1066437","SB23.456265","P2016",
C00580100,"P80001571","Trump, Donald J.","CRUISE AMERICA",300,04-FEB-16,"MESA","AZ","85210","TRAVEL: CAR RENTAL [AMEX: SB23.455063]","X","","SB23","1066437","SB23.456266","P2016",
C00580100,"P80001571","Trump, Donald J.","CRUISE AMERICA",300,04-FEB-16,"MESA","AZ","85210","TRAVEL: CAR RENTAL [AMEX: SB23.455063]","X","","SB23","1066437","SB23.456267","P2016",
C00580100,"P80001571","Trump, Donald J.","CRUISE AMERICA",3001.64,04-FEB-16,"MESA","AZ","85210","TRAVEL: CAR RENTAL [AMEX: SB23.455063]","X","","SB23","1066437","SB23.456272","P2016",
C00580100,"P80001571","Trump, Donald J.","CRUISE AMERICA",3001.64,04-FEB-16,"MESA","AZ","85210","TRAVEL: CAR RENTAL [AMEX: SB23.455063]","X","","SB23","1066437","SB23.456273","P2016",
C00580100,"P80001571","Trump, Donald J.","CRUISE AMERICA",3001.64,05-FEB-16,"MESA","AZ","85210","TRAVEL: CAR RENTAL [AMEX: SB23.455063]","X","","SB23","1066437","SB23.456274","P2016",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",2772.64,22-MAR-16,"GILBERT","AZ","85296","COMMUNICATIONS CONSULTING","","","SB23","1066437","SB23.455055","P2016",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",2216,29-MAR-16,"GILBERT","AZ","85296","COMMUNICATIONS CONSULTING","","","SB23","1066437","SB23.455056","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,24-AUG-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.248388]","X","","SB23","1047287","SB23.255495","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",15,30-AUG-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.248388]","X","","SB23","1047287","SB23.255525","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",435.1,30-AUG-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.248388]","X","","SB23","1047287","SB23.255526","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,31-AUG-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.248389]","X","","SB23","1047287","SB23.254053","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.248389]","X","","SB23","1047287","SB23.254066","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",435.1,02-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.248388]","X","","SB23","1047287","SB23.255515","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",78,03-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.248389]","X","","SB23","1047287","SB23.254074","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",435.1,04-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.248388]","X","","SB23","1047287","SB23.255512","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",435.1,06-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.248388]","X","","SB23","1047287","SB23.255510","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,08-SEP-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.248388]","X","","SB23","1047287","SB23.255483","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",15,13-SEP-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.248388]","X","","SB23","1047287","SB23.255503","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",435.1,13-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.248388]","X","","SB23","1047287","SB23.255504","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",55,14-SEP-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.248389]","X","","SB23","1047287","SB23.254142","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",384.6,16-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.248389]","X","","SB23","1047287","SB23.254183","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",18,18-SEP-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.248389]","X","","SB23","1047287","SB23.254216","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",43,18-SEP-15,"TEMPE","AZ","85281","TRAVEL: FEE [AMEX: SB23.248389]","X","","SB23","1047287","SB23.254217","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",177.1,18-SEP-15,"TEMPE","AZ","85281","TRAVEL: AIR [AMEX: SB23.248389]","X","","SB23","1047287","SB23.254218","P2016",
C00580100,"P80001571","Trump, Donald J.","GRANTHAM, TRAVIS",2700,16-DEC-15,"GILBERT","AZ","85298","IN-KIND: FACILITY RENTAIL","","","SB23","1047287","SB23.255574","",
C00580100,"P80001571","Trump, Donald J.","GRANTHAM, WILLIAM",2700,16-DEC-15,"PHOENIX","AZ","85018","IN-KIND: FACILITY RENTAL","","","SB23","1047287","SB23.255575","",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",978.73,20-NOV-15,"GILBERT","AZ","85296","COMMUNICATIONS CONSULTING","","","SB23","1047287","SB23.248740","P2016",
C00580100,"P80001571","Trump, Donald J.","INTERNATIONAL AIR RESPONSE",1848,30-JAN-16,"MESA","AZ","85212","FACILITY RENTAL","","","SB23","1051572","SB23.289042","P2016",
C00580100,"P80001571","Trump, Donald J.","PRO PRODUCTION SERVICES, LLC",22862.29,08-JAN-16,"PHOENIX","AZ","85040","EVENT STAGING EXPENSE","","","SB23","1051572","SB23.288990","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",3987,13-JAN-16,"SCOTTSDALE","AZ","85258","EVENT CONSULTING","","","SB23","1051572","SB23.288965","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",1088,29-JAN-16,"SCOTTSDALE","AZ","85258","EVENT CONSULTING","","","SB23","1051572","SB23.288964","P2016",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",617.96,13-JAN-16,"GILBERT","AZ","85296","COMMUNICATIONS CONSULTING","","","SB23","1051572","SB23.288946","P2016",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",3282.87,29-JAN-16,"GILBERT","AZ","85296","COMMUNICATIONS CONSULTING","","","SB23","1051572","SB23.288947","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",6062.38,29-FEB-16,"SCOTTSDALE","AZ","85258","EVENT CONSULTING","","","SB23","1056932","SB23.362565","P2016",
C00580100,"P80001571","Trump, Donald J.","DIRECT RESPONSE, LLC",58233.85,05-FEB-16,"PHOENIX","AZ","85024","TELEMARKETING AND DATA","","","SB23","1056932","SB23.362672","P2016",
C00580100,"P80001571","Trump, Donald J.","DIRECT RESPONSE, LLC",23633.25,08-FEB-16,"PHOENIX","AZ","85024","TELEMARKETING AND DATA","","","SB23","1056932","SB23.362673","P2016",
C00580100,"P80001571","Trump, Donald J.","DIRECT RESPONSE, LLC",33224.2,10-FEB-16,"PHOENIX","AZ","85024","TELEMARKETING AND DATA","","","SB23","1056932","SB23.362675","P2016",
C00580100,"P80001571","Trump, Donald J.","DIRECT RESPONSE, LLC",75505,17-FEB-16,"PHOENIX","AZ","85024","TELEMARKETING AND DATA","","","SB23","1056932","SB23.362674","P2016",
C00580100,"P80001571","Trump, Donald J.","DIRECT RESPONSE, LLC",71213.59,23-FEB-16,"PHOENIX","AZ","85024","TELEMARKETING AND DATA","","","SB23","1056932","SB23.362671","P2016",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",450,24-FEB-16,"GILBERT","AZ","85296","COMMUNICATIONS CONSULTING","","","SB23","1056932","SB23.362550","P2016",
C00580100,"P80001571","Trump, Donald J.","GRISHAM, STEPHANIE",4282.28,29-FEB-16,"GILBERT","AZ","85296","COMMUNICATIONS CONSULTING","","","SB23","1056932","SB23.362551","P2016",
C00580100,"P80001571","Trump, Donald J.","BAUSERMAN, CHRISTINE",3306.5,29-MAR-16,"TUCSON","AZ","85749","FIELD CONSULTING","","","SB23","1066437","SB23.455186","P2016",
C00580100,"P80001571","Trump, Donald J.","U-HAUL",882.45,20-FEB-16,"PHOENIX","AZ","85004","EQUIPMENT RENTAL [AMEX: SB23.455065]","X","","SB23","1066437","SB23.455944","P2016",
C00580100,"P80001571","Trump, Donald J.","PADOVANO, JACK",1082.66,23-MAR-16,"PHOENIX","AZ","85028","IN-KIND: RENT","","","SB23","1066437","SB23.456892","P2016",
C00580100,"P80001571","Trump, Donald J.","PRO PRODUCTION SERVICES, LLC",19986.87,29-MAR-16,"PHOENIX","AZ","85040","EVENT STAGING EXPENSE","","","SB23","1066437","SB23.455119","P2016",
C00580100,"P80001571","Trump, Donald J.","WASHINGTON, JIMMY",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1036338","SB23.6716","P2016",
C00580100,"P80001571","Trump, Donald J.","MASINO, SCOTT",350,28-JUL-15,"PHOENIX","AZ","85085","SECURITY SERVICES","","","SB23","1036338","SB23.6813","P2016",
C00580100,"P80001571","Trump, Donald J.","MCCLELLAN, STEVEN",275,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1036338","SB23.6827","P2016",
C00580100,"P80001571","Trump, Donald J.","PHOENIX CONVENTION CENTER",7803,31-JUL-15,"PHOENIX","AZ","85004","FACILITY RENTAL [AMEX: SB23.6877]","X","","SB23","1036338","SB23.8581","P2016",
C00580100,"P80001571","Trump, Donald J.","PHOENIX CONVENTION CENTER",1010,02-SEP-15,"PHOENIX","AZ","85004","FACILITY RENTAL [AMEX: SB23.6878]","X","","SB23","1036338","SB23.8582","P2016",
C00580100,"P80001571","Trump, Donald J.","CITY OF PHOENIX",7803,28-JUL-15,"PHOENIX","AZ","85004","FACILITY RENTAL [GREEN MONSTER: SB23.702","X","","SB23","1036338","SB23.7757","P2016",
C00580100,"P80001571","Trump, Donald J.","HILL, MICHAEL",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1036338","SB23.6788","P2016",
C00580100,"P80001571","Trump, Donald J.","COMMONWEALTH ELECTRIC COMPANY",3289.22,10-JUL-15,"PHOENIX","AZ","85004","EVENT STAGING EXPENSE","","","SB23","1036338","SB23.6983","P2016",
C00580100,"P80001571","Trump, Donald J.","KASCHL, ROBERT",395,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1036338","SB23.6798","P2016",
C00580100,"P80001571","Trump, Donald J.","WINDOM, MATTHEW",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1036338","SB23.6771","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",371.67,24-JUL-15,"SCOTTSDALE","AZ","85258","TRAVEL EXPENSE REIMBURSEMENT","","","SB23","1036338","SB23.6741","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",2000,24-JUL-15,"SCOTTSDALE","AZ","85258","FIELD CONSULTING","","","SB23","1036338","SB23.7453","",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",25.36,24-JUL-15,"SCOTTSDALE","AZ","85258","TRAVEL: MILEAGE [KAREM: SB23.6741]","X","","SB23","1036338","SB23.9292","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",1633.01,31-AUG-15,"SCOTTSDALE","AZ","85258","TRAVEL EXPENSE REIMBURSEMENT","","","SB23","1036338","SB23.6742","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",1000,31-AUG-15,"SCOTTSDALE","AZ","85258","FIELD CONSULTING","","","SB23","1036338","SB23.7454","",
C00580100,"P80001571","Trump, Donald J.","THE ARIZONA BILTMORE",5187,07-JUL-15,"PHOENIX","AZ","85016","FACILITY RENTAL","","","SB23","1036338","SB23.7329","P2016",
C00580100,"P80001571","Trump, Donald J.","ELMORE, DEREK",330,28-JUL-15,"PHOENIX","AZ","85085","SECURITY SERVICES","","","SB23","1036338","SB23.6653","P2016",
C00580100,"P80001571","Trump, Donald J.","DECOSTE, PAUL",250,14-JUL-15,"GLENDALE","AZ","85308","SECURITY SERVICES","","","SB23","1036338","SB23.6794","P2016",
C00580100,"P80001571","Trump, Donald J.","EDGEMON, MIKE",300,28-JUL-15,"PHOENIX","AZ","85085","SECURITY SERVICES","","","SB23","1036338","SB23.6790","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",430.1,22-MAY-15,"TEMPE","AZ","85281","TTW - TRAVEL: AIR [JOST: SB23.6449]","X","","SB23","1015464","SB23.6562","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",430.1,31-MAY-15,"TEMPE","AZ","85281","TTW - TRAVEL: AIR [JOST: SB23.6450]","X","","SB23","1015464","SB23.6567","P2016",
C00580100,"P80001571","Trump, Donald J.","US AIRWAYS",445.1,08-JUN-15,"TEMPE","AZ","85281","TTW - TRAVEL: AIR [JOST SB23.6451]","X","","SB23","1015464","SB23.6576","P2016",
C00580100,"P80001571","Trump, Donald J.","KAREM, JORDAN",3667.11,13-OCT-15,"SCOTTSDALE","AZ","85258","EVENT CONSULTING","","","SB23","1047287","SB23.248816","P2016",
